player,position,team,weight,usd,usd_per_troy_oz,headshot
Jordan Akins,TE,Browns,249,1950000,537.0063909543669,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fgkl9zfpy2yxrkxfge84"
Pat Freiermuth,TE,Steelers,258,1507045,400.5444371248264,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sozfjyy3bmntjv8tmqah"
Marcedes Lewis,TE,Bears,272,2000000,504.2028331358875,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppq07tipygpftz5csipx"
Johnny Mundt,TE,Vikings,231,2000000,593.6933792768892,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ievumbznrtys9b2esphz"
Trey McBride,TE,Cardinals,245,1574915,440.7935439712492,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hfdgljgi9gfaskomdl1h"
Ben Sinnott,TE,Commanders,245,1806988,505.74706852974265,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Luke Schoonmaker,TE,Cowboys,251,1566670,428.00416554623155,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fd4exg1hqzlm9sk6ruu6"
Hunter Long,TE,MIA/LAR,253,1242174,336.6713059545152,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zfovepcmlr4bkmm96wgp"
Brenton Strange,TE,Jaguars,253,1528586,414.2986770643957,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/trfk78mrfsafnbatyx2x"
Tommy Tremble,TE,Panthers,242,1231609,348.980915734419,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s1t4b3y1pq7n3oxlgqjh"
Jelani Woods,TE,Colts,252,1343121,365.4759374143876,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/udzeofu27m5un9zfqhn1"
Greg Dulcich,TE,Broncos,242,1314785,372.5491396164514,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tt3eyuomt5onokrqstsl"
Tucker Kraft,TE,Packers,254,1384483,373.76454385776503,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/klrmgekdzx1ywjjmixp7"
Jeremy Ruckert,TE,Jets,251,1261226,344.5588296802846,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w6bf97vbqitoyo5o7xaa"
Darnell Washington,TE,Steelers,264,1338478,347.6574180221503,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i6bxioxqzrc9hepszyjf"
John Bates,TE,Commanders,256,1050604,281.41242894269476,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/edpnkleev10rpzfgjakv"
Kylen Granson,TE,Colts,235,1046591,305.3889533510423,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydvwc7sqwucvx14s8b4"
Tip Reiman,TE,Cardinals,265,1447478,374.55041945756255,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Kenny Yeboah,TE,Jets,240,1425000,407.1437877572292,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zjdw9hyw3jc7pmjf5nbv"
Albert Okwuegbunam,TE,Eagles,255,1400000,376.47144874146267,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/noqvtfo4wlwq8lybmprg"
Cade Otton,TE,Buccaneers,245,1130985,316.54463023612277,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mljam77kst1wlqd5y91v"
Chris Manhertz,TE,Giants,255,1377500,370.421014743832,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/edzj1uojuh7octginx1e"
Daniel Bellinger,TE,Giants,250,1113278,305.3569493873129,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f9xmqszyicfahxrcqevp"
Luke Farrell,TE,Jaguars,258,959505,255.01852309881693,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f2z7wpmx7ngtxcqqedla"
Brevin Jordan,TE,Texans,245,958046,268.14176741441884,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sw6kge0me7ei8opbvfjq"
Charlie Kolar,TE,Ravens,248,1091220,301.72050531507205,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n7duzqver13movvgcint"
Jake Ferguson,TE,Cowboys,245,1091220,305.41504211484846,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rwxrfhejpngq0avhb8qg"
Noah Gray,TE,Chiefs,240,948445,270.98490510835455,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/erihh0eiq4m76k2ejvax"
Ian Thomas,TE,Panthers,248,1300000,359.44782620332626,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zhmboki1lwndau686wlv"
Ross Dwelley,TE,Falcons,240,1292500,369.2865583692763,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ukd8ctqgskd8q5psumou"
Tanner Hudson,TE,Bengals,239,1292500,370.8316904126624,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fbtxfvqvgv0al8msbr1e"
Isaiah Likely,TE,Ravens,238,1041083.9999999999,299.9528584756813,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xmikfnklnpjmzjhbjrur"
Chigoziem Okonkwo,TE,Titans,243,1041083.9999999999,293.7809889597208,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ut2gqeq2lowknrro0wlu"
Ja'Tavion Sanders,TE,Panthers,243,1261059,355.85520491771706,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
MyCole Pruitt,TE,Steelers,251,1260000,344.22389436719396,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jazo8egu5luwyxxcpjh8"
Teagan Quitoriano,TE,Texans,256,989037,264.9212305342412,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zplx0cwfebiw4mfix2wx"
Theo Johnson,TE,Giants,264,1212859,315.02903175467,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Nick Vannett,TE,Titans,257,1210000,322.84676350522045,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/srrlkx2mydsb8gfco6fp"
Erick All,TE,Bengals,250,1203276,330.0421715249635,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
A.J. Barner,TE,Seahawks,251,1193777,326.13219678252835,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Cade Stover,TE,Texans,251,1189734,325.02767519131675,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Josh Whyle,TE,Titans,248,1041342,287.929321718634,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ccstvnbjzprcpb2j9xnb"
Jared Wiley,TE,Chiefs,260,1177155,310.4591711594242,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Andrew Ogletree,TE,Colts,260,959548,253.06818283716518,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xrp8dougs6jb0denyorz"
Grant Calcaterra,TE,Eagles,243,958535,270.486685274681,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vxl0kathuej280k01d2r"
Will Mallory,TE,Colts,239,1032648,296.2774494709903,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxeygxqtsnqqzgmjl71g"
Connor Heyward,TE,Steelers,237,953806,275.9662004001398,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9bnasge2v2dtctdtqnf"
Ko Kieft,TE,Buccaneers,259,948003,250.98868179652368,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e4waf9pysxdyyhtpmgwp"
Davis Allen,TE,Rams,245,1021245,285.8301576992526,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ihbec16pwn2ki5woyr4m"
Payne Durham,TE,Buccaneers,253,1021245,276.7920499459165,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrdqb2si9rpshhy51liq"
Kevin Rader,TE,Saints,250,1125000,308.5721338791632,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/buopatfei7mdyxxxi9bv"
Eric Saubert,TE,49ers,253,1125000,304.91317576992407,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxcadtlbynaz2qbffpei"
Hayden Hurst,TE,Chargers,250,1125000,308.5721338791632,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qxvkvmi2fphxjqyb21nv"
Tyler Davis,TE,Packers,250,1075000,294.85781681786705,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/awihnovccbawpaof5pva"
Parker Hesse,TE,Lions,261,1055000,277.17633141125344,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/roaaw3cph7q6cxdco70k"
Peyton Hendershot,TE,Chiefs,246,858333,239.25713223929878,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uvb5yskqqbtloxdqshij"
Tanner McLachlan,TE,Bengals,240,1050764,300.2189719290787,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Stone Smartt,TE,Chargers,226,855000,259.4190506063761,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tazdjztvhpulguzuh78l"
Jaheim Bell,TE,Patriots,239,1031647.9999999999,295.9905390722184,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Devin Culp,TE,Buccaneers,237,1026546,297.0121797891415,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Julian Hill,TE,Dolphins,247,902500,250.55002323521794,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ycrsps9cgsfkyppucwrr"
Ben Sims,TE,Packers,258,901667,239.64626204859897,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mfl9febpyc8nk2abxcf2"
Nate Adkins,TE,Broncos,252,901667,245.35212543070847,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zbvo4oy4twbharwpmsqv"
Nick Muse,TE,Vikings,258,985000,261.79461832125384,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hajfiwgmzhnkh4k2mcgh"
Quintin Morris,TE,Bills,251,985000,269.09566345371906,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ftrqrbuqecl9yhcqrcmw"
McCallan Castles,TE,Eagles,252,953333,259.41093307533004,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Jack Westover,TE,Seahawks,248,951667,263.1343341688007,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Brevyn Spann-Ford,TE,Cowboys,270,950000,241.27039274502468,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Dallin Holker,TE,Saints,235,946667,276.23173169076665,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Trey Knox,TE,Vikings,237,946667,273.9006622250218,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Brenden Bates,TE,Jets,251,946667,258.6233344515146,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
David Martin-Robinson,TE,Titans,255,945833,254.34222841248845,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Lucas Krull,TE,Broncos,253,832500,225.6357500697438,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v3rdtydz7dh4s5oyzejs"
Travis Vokolek,TE,Cardinals,259,832500,220.40866705654514,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mal1tphcdcbbxm75jyun"
Patrick Murtagh,TE,Jaguars,250,943333,258.74335712767345,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Jake Tonges,TE,49ers,240,915000,261.4291689809577,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xycthaitippe2sdsbrep"
Dalton Keene,TE,Texans,251,915000,249.97211376665274,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n2lmavplrrwtbcjuccyk"
Brady Russell,TE,Seahawks,250,915000,250.97200222171938,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c0zfejvjisinfjqhkaza"
Thomas Odukoya,TE,Titans,253,795000,215.47197754407966,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Sage Surratt,TE,Cardinals,215,795000,253.55539683094028,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Stephen Carlson,TE,Bears,230,383400,114.30585133262913,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nq0dkalhtzkaodcomjb9"
Jack Stoll,TE,Eagles,260,302400,79.75402844876832,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mgdfot0jqtcby1zfnu79"
Mitchell Wilcox,TE,Patriots,245,302400,84.63692814971333,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cxh2vsypwniukuheewu0"
Robert Tonyan,TE,Vikings,200,302400,103.68023698339883,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y6enyobsifpchm2yhq9c"
Josiah Deguara,TE,Jaguars,240,302400,86.4001974861657,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ppvzbuhwwaus50k2xyr2"
Sean McKeon,TE,Colts,246,302400,84.29287559625921,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/quivvdkwc6tuhfddi0yt"
Anthony Firkser,TE,Jets,220,302400,94.25476089399892,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rta4x11kt1dt4hifufjq"
Trent Williams,LT,49ers,325,23010000,4854.868239698833,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pngn7zttto574ellwslr"
Laremy Tunsil,LT,Texans,310,25000000,5529.966556974251,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tgjchtajh4fk5cot590c"
Andrew Thomas,LT,Giants,320,23500000,5035.725795944676,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pakiyq0n1c61gvd6vwd9"
Christian Darrisaw,LT,Vikings,314,26000000,5677.9019680525425,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sd55s8v5eiaq9i3sr9gk"
Kolton Miller,LT,Raiders,310,18005000,3982.6819143328553,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zrblk9w9vksroddtgpiq"
Jake Matthews,LT,Falcons,305,18500000,4159.260092360305,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zybsfumyollv8qplcmab"
Jordan Mailata,LT,Eagles,346,22000000,4360.042996365825,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pndl9j9f69gqvpciyegg"
Garett Bolles,LT,Broncos,297,17000000,3924.972896330545,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cnfxptxoeok6agab0p56"
Cam Robinson,LT,Jaguars,322,17583333,3744.4627912476935,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qjt0nk8iow2lofsf2yy0"
Dion Dawkins,LT,Bills,314,20020000,4371.984515400458,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y91b58ldqfxiiluu70g0"
Taylor Decker,LT,Lions,310,20000000,4423.973245579401,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xg3blm0zbnyigvjs1yj5"
Orlando Brown Jr.,LT,Bengals,345,16023000,3184.7029314948995,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/icuytojhzdm0dqxoebo4"
Jonah Williams,LT,Cardinals,301,15000000,3417.188636535583,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qmrfmm7wdqr9jtfqt5jw"
Terron Armstead,LT,Dolphins,304,12876667,2904.517992281727,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zjqocz6fl2qrhxqkgdbp"
Ikem Ekwonu,LT,Panthers,328,6892013,1440.8422480575425,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yfz4gek4d8ztcdeouhwu"
Ronnie Stanley,LT,Ravens,312,7500000,1648.3554160211706,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jyonnq3s5nmg8ptpao9d"
Patrick Mekari,LT,Ravens,321,5150000,1100.1360259450953,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t7vsxnwwujz83asnddmj"
Joseph Noteboom,LT,Rams,322,6750000,1437.4478286296421,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmzutpscy2efaepl4br0"
Charles Cross,LT,Seahawks,311,5345907,1178.7052022219048,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tdirmu91j2dpbzbjt8vb"
J.C. Latham,LT,Titans,335,6511297,1332.805843854722,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Tyron Smith,LT,Jets,318,6500000,1401.6204543777503,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/owolyqueambrgmoue0ua"
Jedrick Wills,LT,Browns,320,4925729,1055.515769750331,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yb2yk8uqsoakf8yyrlf9"
Rashawn Slater,LT,Chargers,314,4157940,908.0144503478612,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e3b62zjsscttqkmlqgud"
Olu Fashanu,LT,Jets,319,5127678,1102.235139188603,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Alaric Jackson,LT,Rams,315,4890000,1064.4922290434624,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bzmde6patijvpixsqyct"
Broderick Jones,LT,Steelers,311,4156590.9999999995,916.4759946644692,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/unrqqion7nfuug5wp5l4"
George Fant,LT,Seahawks,296,4550000,1054.0564633259703,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p4gwfzzxibqi5uiiw5q7"
Trevor Penning,LT,Saints,333,3535829,728.100300007893,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p2etr2kkzbltke5hrjmt"
Taliese Fuaga,LT,Saints,334,4337040,890.4123004120332,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Yosuah Nijman,LT,Panthers,324,4000000,846.5627815614902,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cwzxtd0dacenehxzhyqy"
Tyler Guyton,LT,Cowboys,327,3288952,689.690069226056,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Blake Brandel,LT,Vikings,307,3166667,707.3074147482649,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rldbcwanwnioziutwiid"
Cornelius Lucas,LT,Commanders,327,2800000,587.1573053765932,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bjfmauv8ulnyzcaefjet"
Walker Little,LT,Jaguars,309,1905426,422.84168771581324,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zc3gxuqbi3mg4kb6wgvp"
Andrus Peat,LT,Raiders,316,2000000,433.9973753574728,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kywsb7ruqnlllud6htwi"
Josh Jones,LT,Ravens,310,1790000,395.94560547935635,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nn2pn93xntmgu2d6so9u"
Patrick Paul,LT,Dolphins,315,1727924,376.1475808543345,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Bernhard Raimann,LT,Colts,303,1325490,299.9701340194294,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/te3ctpr3g3sjowusuwnu"
Kingsley Suamataia,LT,Chiefs,315,1605377,349.4706219192447,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Sean Rhyan,LT,Packers,323,1280714,271.89036936286107,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sfqsap6pmdq9mutx2dxk"
Wanya Morris,LT,Chiefs,307,1342088,299.7690611752576,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vc46l5oloqhlrcd3g1xz"
Brandon Coleman,LT,Commanders,320,1514556,324.54845611075683,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Caedan Wallace,LT,Patriots,341,1510826,303.8115364875338,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Kiran Amegadjie,LT,Bears,318,1478581,318.8322112391244,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Dan Moore Jr.,LT,Steelers,315,1044475,227.3692271840839,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sgxvvnhnfkxz5xln2bq9"
Matt Goncalves,LT,Colts,330,1459760,303.3274465666311,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Nick Saldiveri,LT,Saints,318,1186320,255.81082729806351,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nmjx7x7uygi4zeyopj8v"
Jaylon Moore,LT,49ers,315,950759,206.9684186489025,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w9wrd4esthfzt3tfjwxa"
Tommy Doyle,LT,Bills,326,948933,199.60073668599588,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zwk8avcsoxcutb8gwt9j"
Blake Freeland,LT,Colts,302,1163972,264.28942149786405,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tlwwbebbpjamk0czpecm"
Carter Warren,LT,Jets,311,1146080,252.69621378794665,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cklgdmgtuqmqd9ldr1by"
Stone Forsythe,LT,Seahawks,312,911656,200.36441401975952,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fclv35kvqzyu9ykequmy"
Justin Skule,LT,Buccaneers,315,1255000,273.1979033639152,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c66vrupwl8o5nkc4kbqh"
Braxton Jones,LT,Bears,307,989887,221.10137089340805,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omqffjnvwdlm8y5ymyfb"
Giovanni Manu,LT,Lions,352,1186414,231.12013866421304,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Vederian Lowe,LT,MIN/NE,310,964468,213.33903141087367,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/slqlqnovvtagitkxsm8y"
Warren McClendon,LT,Rams,306,1021245,228.85094325593752,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v6l1ydwiawpfcldcb7if"
Dan Skipper,LT,Lions,311,1150000,253.56052444518588,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mmfnkf08m0wuj8slyb4c"
Rasheed Walker,LT,Packers,324,935219,197.93039950228882,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g9hlwhtxyse7pyaadr6k"
Hakeem Adeniji,LT,Browns,300,1125000,257.14344489930266,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bzosnlhb7whcyggakowb"
Andre Dillard,LT,Packers,310,1125000,248.84849506384128,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zjva2yhlkarduzaqqrxm"
Ben Bartch,LT,49ers,240,1125000,321.4293061241283,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uqzlhzsgqk0iutzsxxbq"
Walter Rouse,LT,Vikings,322,1061648,226.0834981287411,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Travis Glover,LT,Packers,323,1047844.9999999999,222.45322849990484,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Tylan Grable,LT,Bills,290,1047477.9999999999,247.68009321952337,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Nathan Thomas,LT,Cowboys,334,1031493,211.76979114532247,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Alex Palczewski,LT,Broncos,315,905000,197.00725302338108,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x1vhpswi9sw6fgykk8fb"
Foster Sarell,LT,Chargers,315,985000,214.42225881550317,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/toy0fxscazjcfkoj4nm7"
Yodny Cajuste,LT,Giants,321,985000,210.41436612736288,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zgmoaupjic5cnbhwbtfx"
Ryan Hayes,LT,Dolphins,298,972500,223.77807620990765,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rjatge0oncslgce8vhlm"
Ryan Van Demark,LT,Bills,307,837000,186.95249805056793,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tgrigwn4kaelix92wq1n"
Jalen Sundell,LT,Seahawks,301,943333,214.90312053793474,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Dylan Cook,LT,Steelers,308,915000,203.7110407643826,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vs5gwmafqhsuu6rgcc1j"
Logan Bruss,LT,Rams,308,877500,195.36222761830135,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tb8lbqdxpty20nrwwg0n"
Earl Bostick Jr.,LT,Cowboys,309,877500,194.7299873994719,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wlsauekr4x0jzj1juypy"
Tyler Smith,LT,Panthers,310,795000,175.85293651178117,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Connor Galvin,LT,Lions,293,795000,186.0560079134886,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kjoo4ytp3amale71ohvw"
Kadeem Telfort,LT,Packers,330,795000,165.19518278379442,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj8uiv6deffbbnrpnapq"
Ryan Coll,LT,Colts,324,795000,168.25435283534617,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Josh Ball,LT,Cowboys,309,383400,85.08202526376925,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqzk39zhr2zd53zjmm2q"
David Sharpe,LT,Texans,343,383400,76.64823850292916,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rrtxmvm0q570crizokhq"
Jamarco Jones,LT,Lions,310,302400,66.89047547316054,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Julie'n Davenport,LT,Falcons,318,302400,65.20769621597411,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vtf8xuyok7a7q9ksuxnh"
Quenton Nelson,LG,Colts,329,20000000,4168.485428965392,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fehjl7drjhhirpyfkxhd"
Joel Bitonio,LG,Browns,315,16000000,3483.0011584244166,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/il9yy0bjrowrwhxk9ard"
Joe Thuney,LG,Chiefs,304,16000000,3609.0308056042477,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hlarfa9lnf5g8gfrvwxe"
Landon Dickerson,LG,Eagles,325,21000000,4430.7793582649065,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ay7eethpsr0mg1zzjojz"
Elgton Jenkins,LG,Packers,310,17000000,3760.3772587424905,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wrahpqtdvxipwmrepiyl"
Jonah Jackson,LG,Rams,305,17000000,3822.022787574334,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdex6bzvjukxwn4wzuqy"
